F1MA52 I3LNX4
Q64349 A0A286ZKC0
P17105 F1STG6
B2RYW8 A0A287B749
O35552 A0A286ZK26
P43138 F1RJ01
Q9ER24 K7GK90
A0A140TA98 F1SJ69
C0JPT7 F1SEM2
P18864 A0A287B1W2
A0A0G2JU99 I3LJP2
A0A0G2JWX1 A0A287BNE4
P62142 A0A287B5K1
Q924V4 F1RIA3
Q6IRH4 I3LEL6
Q9ER24 I3LCM4
F1LXU0 F1RQP2
Q5PQL2 F1SUT8
Q5I0E7 A0A286ZR64
D4A4J0 A0A287AXW5
F1M9X0 F1STH9
V9GZ88 A0A287A273
B1H282 A0A286ZS00
Q924T8 A0A286ZRT7
D3ZCS3 F1RGF7
G3V8N3 A0A287AB60
Q9ESV7 F1STB7
Q4QQV0 E7CXS0
D3ZDZ0 A0A286ZR64
D4A1U7 I3LIT1
Q5FVC2 A0A286ZJ26
D4A9V0 F1SBJ7
M0RAR2 A0A287B6R5
P04157 A0A287BLV8
Q8CH01 I4IYB5
F1LPP8 I3LPV8
Q5XIU7 A0A287AC99
F1MAF2 F1S009
F1MAF8 F1SAM0
B1WC74 F1SQG2
P10980 P79288
D4AA47 F1SM35
P49950 F1SIK8
A0A0H2UI20 F1RT53
Q496Z3 I3LNF6
A0A0G2K8U5 A0A287B1K1
F1LRP7 A0A287B5S7
Q5FVQ7 F1RN64
G3V8D5 A0A286ZZU8
Q5BJS0 A0A287A6N8
A0A0G2JYD0 A0A287AHL5
Q5PPL2 F1S484
D3ZS99 F1S715
Q5RKL4 A0A287BMY4
D3ZSQ1 F1SJI1
A5HKJ1 A0A287B4W1
D3ZUJ5 A0A286ZYH6
P70541 F1S1F6
A0A0G2K331 A0A287AF83
Q5M9H7 F1RP05
G3V7D5 F1SFC1
F1M1W4 K9IVK6
G3V8N3 A6N8P5
Q7TNZ9 A0A287AMU0
D4A8M7 F1S475
O88321 A0A287BB27
Q62636 A0A287APX6
F1LQH2 I3L7L2
B5DFI9 A0A286ZZ61
D3ZTL5 I3LKY7
D4ACB8 F1RKW8
Q6AY02 F1RUL1
P09495 P67937
G3V852 F1SF78
F1LXC7 F1RLY4
Q66H56 F1RP69
G3V6L0 F1SRJ6
B0BN85 A0A286ZQE1
F1LSX1 F1RRH7
F1LN88 F1SR72
O08776 F1RZ96
Q5I287 F1SLC6
G3V815 A0A287A6E8
G3V7Q8 A0A287BAL0
A0A0G2JUE5 F1SRI8
D4A6B3 F1RJY4
Q5XIB4 F1RZQ3
F1LSA1 A0A286ZLT0
F1LS98 F1RV14
P01257 A6P7L6
Q64232 A0A287B3H4
Q6P7B6 F1RGU8
Q5FVN6 F1SRM3
P55213 A0A287AZZ1
Q6P7B0 K9IVV5
A0A0G2KAS0 F1RRH7
Q56R20 I3L598
D3ZFJ0 I3LJB7
A0A0G2KAH3 D7R811
P21704 A0A287BNY8
O35346 A0A287AX48
E9PTI6 F1S4Y9
Q5U2U0 A0A287BBJ7
B1WBV3 I3LDU2
A0A0G2K2P3 F1S4J0
Q66H56 A0A286ZK26
Q5PQX1 A0A287B726
D3ZE01 A0A286ZMB2
Q4FZS2 A0A287B2L4
F1LQX7 F1RX38
Q5FVC2 A0A287B6A9
D3ZG78 A0A287B0L4
Q5FVC5 B3TFD9
B0BN81 F1SN45
M0R711 I3L7T4
Q5FVL4 A5GHK6
Q5U367 I3LA84
Q91ZN7 F1SUT8
D3ZE75 A0A287BT02
D4ABC4 F1S5D3
O88828 F1SKN8
A0A0G2JSU2 F1SGQ3
Q5UMH9 F1RJS5
A0A0G2JWA2 A0A286ZLT0
P41777 A0A287AYD9
P63156 F1SSH9
A0A0G2K2S5 F1RQL2
Q496Z2 I3LNG4
A0A0G2JXZ4 A0A287B856
Q64620 A0A287A9Y2
M0R8E8 A0A287A273
Q499N6 I3LUD5
A0A0G2JTR4 A0A287BT99
O70509 A0A286ZLT0
P10980 A0A286ZID7
Q6P6T6 A0A286ZX26
Q6AYM1 F1SMG4
A0A096MIV5 F1SSL4
F1LXU0 A0A287AB60
D3ZSJ1 F1SP95
A0A140TAH3 A0A287AZ57
F1LP04 A0A286ZYH6
B2GV14 A0A287BAM9
Q5M808 I3LN88
Q6IRH4 I3LDJ2
O35092 A0A287BJ79
D4ACP8 A0A286ZZ61
D3ZBY5 K9IVV5
F1M6E5 F1RQB0
Q6P7B6 A0A287BK49
P39052 F1S593
B2RZB8 A0A287AJ93
Q6AYA2 A0A286ZP43
A0A0G2JT93 I3LA48
F1LZW6 A0A287B665
D3ZB71 A0A287AJQ6
F1MAM1 A0A287B443
Q5XIH9 F1S367
Q1XID0 F1S0T9
F1LXF5 A0A287BES3
T2CB11 F1SCL0
A0A0G2JUQ3 F1SRM3
Q5BJS0 F2Z5E6
Q5RK08 F1SGC8
D3ZAW2 A0A286ZZH7
Q1XID0 F1RY10
Q924S5 I3LGE9
O08776 F1SKI6
Q5M865 Q864V7
D3ZXX3 D7RA31
Q5BJS0 F1SGC8
Q5RK08 F2Z5E6
P49000 F1S8U4
A0JPN1 A0A287ACM5
Q1XID0 F1SSH9
F1M9X0 F1S0T9
G3V815 A0A287BT02
A1A5R9 F1SLW4
M0RB75 A0A287AB60
Q5RKH2 F1SGN4
Q3MHU5 F1SFM8
B2GUZ2 I3LKT7
G3V665 F1RFD7
B5DF71 F1S033
D4A3E2 I3LU32
D3Z9H1 A8S2C3
G3V7M0 F1SKI5
F1LMG2 A0A287AMJ2
O70593 F1S8G6
A0A0A0MY07 F1SKD5
M0R9L3 F1SK86
D3ZRL2 A0A286ZPM2
Q68SB1 A0A287AN18
D4A4T6 I3LPN4
A0A0G2KA90 D7RA36
D4A4J0 F1RVC9
M0R583 A0A286ZI78
Q3B7L3 A0A286ZSF6
B2GV58 A0A287B726
D3ZHJ3 A0A287ATR5
H9KVE3 P62844
F1MAF2 M9MMN1
Q5BJZ5 F1STS0
F1LQH2 A0A288CFV7
B0BNL2 Q864V7
Q5XIB9 F1STU2
A0A0G2K1M2 A0A287BEQ8
F1M820 A0A287B6S0
F7ENH8 F1RZK8
D3ZBA3 F1RJY4
F1LPZ7 I3LEI5
P08592 P79307
A0A0G2JVW5 K7GP99
P09483 F1RJS5
Q68FP1 A0A287AMB2
F1LRC6 A0A287BPQ1
P63182 A8S2B8
D3ZUX5 F1SNF6
Q3MHU5 A0A286ZX89
P21677 I3L9K6
Q2EJA0 F1RT23
D3ZYE1 K7GNR7
D4A078 A0A287A4Z0
G3V749 F1S8F9
A0A0A0MXW1 F1S715
A0A140TAA4 F1RRD6
Q4FZS2 F2Z5F3
Q63364 A0A287AN25
A0A0G2K3L8 I3LBP0
P84025 P84024
A0A0G2K2J0 I3LJE1
D3ZMY7 Q8HZV3
D3Z962 F1S9I0
O55162 A0A287B0I6
Q8K1G0 I3LLL0
Q5XIW8 F1RU31
A0A0H2UHU2 I3L9K6
A0A0G2JXI1 F1RUA7
Q6AYS4 A0A287AKU1
Q9ER24 A0A287BHY5
D3Z837 F1RQR3
D3ZPK4 A5GHK6
G3V8T5 F1RIP4
G3V8D5 K7GT60
D4A9W0 Q2EN79
O08776 A0A287B5N1
Q5BJS0 F1RFD3
A0A0G2JSQ6 F1SMT1
O70595 I3LH72
D4A704 F1SBW5
D3ZLI9 A0A287BBF5
G3V7D4 A0A287B7H5
G3V826 A8U4R4
F1M9B7 F1RY10
B2RYC7 F1SG36
Q63151 I3LLQ8
F1LV96 A0A287ABH5
E9PSY8 R4JU57
F1LRL9 F1S0W9
B5DFJ4 F1SSU6
D3ZCS4 A0A287AFM0
D3ZDX5 F1SLI0
A0A0G2K8Q8 F1RY55
Q5EB94 F1RZH1
P62142 A0A287AXW5
Q68FR9 A0A286ZXS0
D3ZBP4 F1RZP9
O08725 Q95254
G3V8X6 F1SUL0
Q68FR9 I3LP11
D3ZIN7 A0A287AEW3
D3ZNQ6 A0A287AXQ4
Q6AY02 F1SBF0
B2RYW8 A0A287A6E8
D3Z8D3 A5GHK6
F1M062 A0A287BT17
G3V8D5 B6VAQ0
D3ZGM8 F1SEV3
A0A096MIY3 F1SRK8
E9PTS7 A0A286ZQE2
D3ZPZ3 A0A287AC99
D3ZGK2 F1RU60
P62142 F1S8K5
Q920M9 A0A286ZUL1
A0A0G2K5E7 F1SV16
D3ZTM7 A0A286ZKL8
D4A0E8 I3LP11
D4A0Z0 A0A287BEL1
O88656 B5APU6
O70540 F1RP15
P38983 F1SNX8
D3ZCQ7 F1RWG2
P56700 I3LLL0
D3ZAG0 F1S2Z9
Q4KM87 F1S0W9
P97536 F1RVC9
P11345 I3LAS8
O88989 F1S475
D4AD02 F1SV80
P17046 A0A287B836
F1LRJ6 A0A287AQ36
A0JPN1 F1RY55
F1M1W4 F1RP69
Q4G012 A0A286ZX89
P49088 F1SNF6
B8K1X9 I3LSK3
Q5U1Z8 A0A287BEL1
Q641X9 I3LR45
B0BN81 F1S0W9
Q5U3Y0 F1RUP2
Q5M9H7 P62197
Q62636 A0A286ZT47
A1A5S1 A0A287BES3
D4A9E7 K7GMR6
P22831 A0A286ZQM7
A0A0G2KBC7 A0A286ZIJ9
G3V817 A0A286ZIV3
G3V8X6 A0A286ZPM2
F1MAL5 R4JU57
O08623 A0A287BLE1
F1LSK6 F1SP29
M0RB75 A6N8P5
D4A135 F1SP95
G3V670 A0A287B879
Q5U2S0 F1RXC6
A0A0G2JZD1 F1S9Y5
F1LQH2 A0A287AN25
F1MAK3 I3LSD5
Q2IBC6 Q6RVA9
F1M1W4 A0A286ZK26
Q66HL7 A0A286ZYM9
Q5FVI6 A0A286ZYH6
M0RA44 F1SIP3
F1M9Q8 D7RA36
M0R3X3 F1RR45
D3Z9Z9 F1ST39
F1LMI6 A0A286ZRB3
G3V888 F1S0N2
D3Z898 I3LG77
D4A704 I3LD41
Q5XIN4 F1SBF0
Q6UY90 I3LVF2
Q9JLS8 A0A287B4I1
Q62755 F1SEA4
Q5U313 A0A287B642
F1M8E5 F1SBF0
A0A0G2K2R5 F1RU22
M0R711 F1SNG6
D4A9E7 A0A286ZRG1
P16086 A0A023PN04
Q66HH8 F1SEV8
Q9Z158 F1SSD4
Q5BK32 A0A286ZMY6
P70580 Q95250
D3ZTG2 F1SNF6
A0A0H2UH94 A0A287A270
Q5U2Y1 F1RJL2
A0A0G2K4Y2 I3LK59
E9PSK7 F1SDX4
Q9WTT7 A0A286ZT34
Q62985 F1RFI0
D3ZD80 F1S062
A0A0G2K0K8 F1SDX4
P20417 Q06AV2
D3ZBU8 A0A286ZIN7
F1M9Q8 F1SLB6
P05982 A0A287AQ36
P11505 A0A286ZRN9
Q64232 A0A287B9V7
G3V7T9 F1SED9
B2RYK7 A0A287B856
F1M1D5 F1RZZ1
Q8K1G0 I3LEL6
D4ADG3 B1A9K1
A0A0G2JXD5 A0A287AG50
D3ZGS7 A0A287AI68
F1M820 I3LB93
Q6AYC5 I3LUA7
D4ABC4 F1S1F1
O88989 F1SP18
D3ZT51 F1ST67
Q6AXY9 I3LD41
G3V8D5 F1S5K9
D3ZQB7 I3LPV8
F1LNX2 D3U7X2
G3V729 F1SU27
Q5PQL2 A0A287BJH4
Q5I0E7 A0A287APS7
F1M589 F1SID1
D3ZTL5 F1RR45
D3ZTT7 F1SNX8
Q64620 R4JU57
F1LWZ7 I3LVG6
Q4KM34 F1SGQ0
F1LS62 F1RL90
Q9JK11 I3LB93
G3V7D5 I3L9K6
Q5FVJ5 F1ST61
B2GUT8 A0A287BEL1
D4A304 A0A287AMJ2
Q4G012 F1SFM8
A1A5S1 A0A287AWN6
Q6AYH3 A0A286ZT47
B0BN85 A0A286ZQC1
D3ZCM4 A0A286ZUC5
Q8CJH2 A1Y2K0
Q63118 A0A0G2KBD0
B2RZ84 F1SIT2
Q5XIM4 I3LBD8
M0R740 F1SS53
A0A0G2JST3 I3LCM4
Q6MG08 A0A287A9H2
B2RZ94 F1STG0
Q63364 K7GNS9
D3ZQR6 I3LSJ5
D3ZMJ4 F1S834
A0A0G2JSP4 A0A287B735
F1M3H8 F1S8K5
F7FHT4 I3LBD8
P11505 F1SPZ4
Q9R080 A0A286ZU72
D3ZD97 F1RFD3
Q3MID6 F1SMN1
O35303 I3LR66
F1M0M3 A0A287AW55
D4A5F5 A0A287AU22
G3V714 F1SRZ3
F1LRV5 F1RQB0
D3ZLI9 F1SP95
F1M7G9 F1RXR7
F7FG31 A0A287A5I0
E9PSY8 A0A287AFM0
G3V8V1 F1SP18
Q56R20 A0A287B2L4
B1WC24 O19063
F1M8F0 A0A287AQ50
Q6P9X1 I3LGE9
D3Z9C0 D3K5M2
F1LRJ6 F1S488
B2RYW8 I3LSD5
A0A0G2JST3 K7GK90
G3V8M9 F1RZ96
Q3B8Q2 A6M931
Q6AXY9 F1SBW5
P25235 F1SEM2
D3ZTV3 I3LTK3
D4A8A0 I3LLT2
D3ZB55 F1SP29
G3V8M9 F1SI67
Q6AYS4 A0A287AWK9
D3ZER6 I3LEZ7
F1M038 A0A287ADY7
G3V7M5 F1S360
P61131 B2ZCZ8
P10980 A0A287ASV1
I7GAZ6 F1SJ23
G3V8M5 F1SBF0
A0A1B0GWW0 K9IVV5
F1M391 F1RGH2
Q5PQL2 A0A287AFM0
D4ACP8 F1S525
Q924S5 F1STY9
P97536 A0A287AU26
D4AD02 A0A287AH52
F7ESD4 F1RXE4
Q9ESM0 A0A287A041
D4A9E7 F1SBK5
B3DM97 F1S9F2
A0A0G2JXQ5 A0A286ZRG1
D4A1T1 F1SED9
P63055 A0A287BDP7
D3Z8G7 K7GQ93
M0RAF9 F1S5U9
Q5QJV7 A6N8P5
A0A0G2JWA2 A0A286ZP43
D3ZGN3 F1SHY4
O08776 Q8WNW2
Q811S9 F1SJ69
Q3KR94 I3L638
O70509 A0A286ZP43
D3ZD03 A0A287BH84
Q3MHU5 F1SJI1
O08625 F1SGD3
G3V852 F1SP18
P21677 F1SBK5
Q6AZ54 I3LJP2
A0A0H2UI02 A0A287APX6
D4A8B1 F1S715
F1LMF4 A0A287AJ93
Q5PQL8 A0A287ASH1
D3ZLQ6 F1SNY1
Q1XID0 D7R811
D4A631 A0A287AHV7
D4A9E7 A0A286ZPM2
Q5PQL4 F2Z566
F1MAM1 A0A287BK29
F1LS62 F1S222
D4AA47 F1SQH3
D3Z9R9 F1RNV5
G3V8W6 F1SCJ1
P39950 Q52QT8
P11505 A0A287AFM0
Q9WTT7 A0A287AJ61
D4ACP8 A0A287AHT1
P56700 A0A287BRX1
P51638 Q3ZDQ5
Q6AZ64 F1SRE0
Q56R20 I3L9F7
A0A0G2JST3 F1SGG3
A1A5R2 F1SJI1
D3ZGS3 K7GRA1
G3V8W6 A0A287B425
Q5PQX1 F2Z5N6
P35286 F1RFW5
D3ZE01 A0A287A3U2
A0A0G2JYJ7 I3LM60
D3ZQM0 A0A287A6N8
Q68FP1 F1RPE5
F1MAF8 F1S5D3
Q5FVQ0 F1S103
A0A0H2UH94 F1SU27
Q499U6 A0A286ZSG5
D3Z8D3 A0A287B9L2
D3ZQB7 F1SRK8
P06761 A5GFY8
A0A0A0MXW1 A0A287AWK9
A0A0G2JSU9 A0A286ZVH7
D3ZBX1 F1RZW6
F1LS72 A0A287BMZ8
A0A0G2JWG0 A0A287BC80
D4A304 I3LCM6
Q9R010 F1SJX5
D4A447 F1S103
Q9WV97 A0A286ZY20
D3ZQM0 F1RFD3
D3ZAB6 I3LJC2
D3ZXF8 I3LDL4
B2RZ94 I3L8Q6
D3ZN47 F1S3R8
A0A0G2K0W9 E7CR01
F1LPG6 A0A287AVE2
P12390 F1RGM6
Q5FVC2 F1RKX9
D3ZB81 I3LH72
D3ZE01 D7RA36
Q569D2 A0A286ZXE1
P81062 F1S8T0
P19357 I3LED1
Q6DGF9 A0A287ARC2
Q65Z15 I3LCM6
F1LRM7 A0A286ZWS8
A0A140TAJ2 F1RF26
Q924S5 A0A286ZRN9
B2RZB8 A0A287B856
Q9JHX4 Q56VC3
A0JPP6 A0A286ZSJ2
P61131 F1SPJ4
B1WC90 A0A287A7J8
A0A140TAI1 A0A287B231
D4A5D6 F1S3W3
D4A2I4 F1SPJ4
D3ZKI6 A0A287A4Z0
D4A0V7 I3LTU7
D4A3X3 Q19ML6
P12346 B3CL06
G3V8S2 A5GHK9
D3ZFY0 A0A287AN25
Q9WUC8 F1RX38
D4A078 A0A287BAL0
P14659 F1SA70
Q7TP47 A0A023PN04
Q5U2P1 A0A287AM25
B0BN81 F1SGC8
A0A0G2JWU7 F1RI50
D3ZLC6 F1SGQ0
A0A0G2K449 F1RX40
Q6P7R8 D0G0C6
D3ZDI4 F1RXF9
F1LRJ6 F1S395
A0A0G2K4P5 F1RUA7
A0A0G2JSQ6 M3VH47
A0A0G2K8U5 A0A287ATN9
D3ZWP8 A0A287AMU0
Q3L472 F1SBF2
G3V8M5 A0A287AN25
Q9ER24 A0A286ZLH7
Q5XIT0 A0A286ZRH4
Q5M808 F1SEX6
Q5RJQ7 F1SJI1
G3V8V1 F1RR89
D3ZZN9 F1S7Q6
M0R8R8 F1SKK1
F1LR31 A0A286ZN41
P35289 F1SGQ0
P63086 A5D9M6
A0A0H2UHU2 F1SJ23
A0A096MIY3 A0A286ZR64
D3ZSQ1 A0A287AQ63
Q5BJS0 F1S5A8
A0A0G2K0K8 A0A287BIN4
Q1XID0 I3LLL0
G3V7K9 M9MMN1
F1M3H8 F1RVC9
O88506 I3LIX4
D4A5U3 A0A286ZMB2
D3ZUJ5 F1SNY1
Q4FZY0 F1SUW3
P01346 A0A287ADW4
M0R7R2 A0A287B4V5
F1M3H8 A0A287B5K1
P61805 Q29036
A0A0A0MXW1 A0A287AKX1
D3ZFY0 M3VK32
Q5RK08 A0A286ZTN4
Q6AYN8 F1SUF6
D3ZLS5 F1SAQ6
Q5M9F8 A0A286ZZ23
G3V6I3 A0A286ZKR9
A0A0H2UHG1 P10612
Q66H56 K9IVK6
P18864 F1SDH5
F1LPT7 I3LG19
D3ZCK7 A0A287ADM1
F1MAK9 A0A287AWN6
F1MAK3 A0A287BT02
E9PTF3 A0A287AYD9
A0A0G2K4B6 A0A287BKQ1
A0A0G2JU59 F1RUP2
Q8VBU7 A7BJW1
Q569D2 A0A287B2K5
D4A275 A0A286ZX89
A0A0G2KA90 A0A286ZMB2
M0R3X3 I3LKY7
D3ZD80 F1S0S8
D4A5U3 A0A287A3U2
F1LQP9 F1SB42
Q7TNY1 I3LM60
D4AEB3 F1S0U6
A0A096MJC8 A0A287ARB3
O88989 Q8HZV3
G3V7D9 P50131
F1MAL5 A0A287BJH4
G3V7U3 F1SBP6
D3ZMN5 A0A287B757
G3V8X6 K7GMR6
Q5BK39 I3LEL6
G3V8M5 F1RUL1
A0A096MK76 K7GNX2
D3ZUD8 A0A287A688
P16599 A0A286ZUN2
A0A0G2K6L6 D4P3C2
E9PTS7 F1S1F1
D4A4J0 F1S8K5
Q9ET64 F1RSY4
Q5XI94 F1RSB1
P35739 F1RHK6
Q5XIV0 F1S3R8
Q91ZN7 A0A287ARA4
D3ZS29 A0A287AF83
P62142 A0A287BT17
P55090 F8R6K7
Q5XHY0 A0A287ARZ1
D3ZXF8 F1S8U4
Q04589 I3LBD8
D3ZWI4 Q8WNW2
F1M1W4 I3LRN2
G3V7D5 K7GMR6
D4A8G7 I3L897
A0A0H2UHK4 F1SJA3
Q56R17 A0A287AXQ4
Q9JJ54 F1RVC9
D3ZFY0 F1RUL1
F1M0R1 F1RXE4
D3ZE26 A0A286ZUN2
B1WC03 A0A287AWK9
A0A0H2UHU2 A0A286ZRG1
A0A0G2JVC4 I3LM39
Q5BK39 I3LDJ2
F1M2F9 A0A287B6R5
Q76IC5 A0A286ZJZ2
D3ZUY8 A0A287B2B4
D3ZCM7 I3LQ74
P97536 A0A287BT17
D3ZTY5 F1RVV1
B2RZD6 A0A287AYL9
Q8CF97 F1SV35
P61212 K7GK90
P21677 F1SJ23
Q6IMY8 F1S5A8
Q66H78 F1RP15
I7GAZ6 F1SFC1
P61212 I3LCM4
G3V877 K7GNX2
D4AA77 F1SPK1
Q5XIU7 E7D6R3
Q6P7P5 F1SP55
Q63396 F1SG88
A4L9P7 I3LJY8
A0A0G2K8Q8 A0A286ZYH6
A0A0H2UHH7 A0A287AH06
Q5PQX1 F1SUT8
D4A2M3 D7R811
A0A140TAD2 B7UCT2
Q924S5 A0A287AFM0
F1M0M3 F1RK76
B2RYQ5 F2Z5J5
Q9WTT7 A0A287B0Y7
F1M9X0 F1SIK8
E9PSM0 F1SV36
B1WC25 Q06AS8
Q4V893 F1SF72
F7ESD4 F1RZA6
P10980 A0A287B7T8
D3ZGK9 A0A287AVE0
A0A0G2JSZ1 I3LRN2
Q3B7L1 I3LCP8
Q6P7R8 F1S403
D3ZMY7 F1S475
B1WC03 A0A287AKU1
Q5U313 A0A287AFM0
B1WC83 A0A287BDP7
D4A4K4 A0A287AZG6
B2GV17 A0A287A3F5
A0A0H2UHC9 F1RRU8
Q62755 A0ZVR0
