4332 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60520,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q16537,P05412,P05067,Q14258,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,P60709,Q14258,P05067,P05412,P0CG48,P00533,Q15717
11531 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717 P04629,Q14011,Q14258,P05067,P05412,P0CG48,P00533,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,P60520,P00533,P05412,P0CG48,Q15717
10190 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717 P04637,P04629,P05067,Q14011,P00533,P05412,P0CG48,Q15717
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
