Q9CPP0 Q6PAC3
Q9JLG8 Q9JLG8
A2A8L1 A2A8L1
Q9R0U5 Q9R0U5
A0A0R4J0M9 O35239
G3X8V6 G3X8V6
D3YYL3 Q9WUU6
P61082 Q8VHN8
O35593 O35593
Q99J47 Q99J47
Q8R4K8 Q8VIG0
E9Q1W7 E9Q1W7
A0A0A6YX89 A0A0A6YX89
P97496 P97496
Q9CWV7 Q9CWV7
Q9D6Z0 Q9CR73
Q5BL07 Q5BL07
Q9CWR2 Q9CPY4
Q3UHC7 Q922H1
P42337 B2RUG9
Q3UFY8 Q3UFY8
Q60930 Q60930
P39876 A2AJI0
Q8R0S1 Q6P243
Q78T81 P56542
Q924T2 P69566
A2AM37 Q9WTP9
Q922U2 Q9DBR3
A2ABV5 Q9JMH7
Q9ESU7 Q9D024
Q9R0K7 Q9R0K7
Q03963 Q03963
O35066 O35066
Q9WTZ0 Q9CR73
Q3TMU8 Q3TMU8
A0A286YCV9 Q9DBC3
Q3UD01 Q3UD01
Q5D1E7 Q5D1E7
Q8CF89 Q8CF89
P54369 Q9CZR4
E9Q9B7 Q6ZQB6
Q99JN2 Q8R3C0
Q5XFZ0 Q8BJW7
Q02956 Q02956
E9Q349 Q8BVH9
Q9D4H1 Q3TTA7
P26883 Q91XU3
Q9DBC3 Q8R3C0
Q99J23 Q99J23
Q8BN59 Q8BN59
Q9D031 Q80VQ1
P04104 P04104
Q91YL2 Q91YL2
P18828 P18828
Q9Z1B5 Q9Z1B5
Q3TQB2 Q9DAM5
Q499E6 O88987
Q3UC65 Q3UC65
Q8BGV3 Q6J1H4
E9PV60 A2AUC9
P59672 Q9D7P9
E5FYH1 E5FYH1
B1ASA5 Q91W52
Q9CWT6 F7DDS0
Q7TSQ8 Q8C5Q4
Q8QZY9 Q9Z1K5
Q921W0 Q8CFD4
P05201 P05201
Q9JMH7 Q9JMH7
P97812 O08969
Q68EF4 Q62559
A0A140LJ72 P54369
Q61768 G5E8N7
O88455 O88455
A2AM37 Q8BJ63
Q3TIU4 Q8R3C0
P35438 Q9CPU7
Q8CIB5 Q8CIB5
P60605 Q9CQQ7
Q64475 P39876
Q9CZR4 P54369
Q8VCZ3 Q8BKX7
Q80U63 P59470
A0A0R4J0V4 Q8C4X1
Q8K201 Q8BXZ1
Q60952 Q61263
Q9CZW5 Q924C1
Q8K3I4 Q6P9Z1
P62492 P62492
Q8C5Q4 Q921S7
O35066 A0A0A0MQ90
E9QAM5 E9QAM5
P49135 Q07813
Q9D416 Q9D416
Q9Z248 P26883
Q9CPY3 P49183
A0A1B0GT67 A0A1B0GSQ5
O88351 O88351
Q0P5X5 P58390
Q921V7 Q9CQS4
Q60952 Q60952
Q8R0A0 Q9Z1E4
Q8C0J2 Q8C0J2
Q3V1Z0 P61967
P26187 B2RQC2
Q4VBE8 Q4VBE8
E9PYA3 E9PYA3
Q6PAR0 Q6PAR0
P70121 Q61572
Q9Z1M4 Q9CQL5
Q3UD01 Q5U462
Q60520 Q60520
P09411 Q9Z1T1
Q9JI39 Q9CRA4
Q6R0H7 Q9D023
Q9CYA6 Q9CYA6
Q08369 P48725
Q7TT18 E9PUJ6
P39054 P39054
Q5Y5T2 Q3UPE3
A0A286YCN8 Q3UNH4
A0A0R4J0M9 Q6PHZ5
F8VPX2 F8VPX2
Q62559 Q922X9
Q91VJ5 Q99K74
P01867 P01867
Q9ERS4 G5E8X2
Q9CQU3 Q6Q477
Q923F1 Q9D023
A0A286YCY4 Q6ZWY3
P59110 P62340
Q8VCM3 P41233
A2A513 A0A1B0GSR7
Q80UP3 Q8BT07
Q91ZD1 Q91ZD1
Q8BFX1 Q9Z1M4
P61219 Q91VJ5
B1AZA5 P56542
A2AUC9 E9PV60
Q62559 Q68EF4
Q9DBC3 A0A286YCV9
Q5F289 Q5F289
Q3U1J0 O55074
Q8BHT6 P10300
Q80UN1 A0A1B0GSR7
P70696 P70696
Q3ULJ3 Q9JJN0
Q9CZW4 Q923F1
A0A087WSS2 A0A0R4J1N6
Q8C7V3 Q8C7V3
P98191 P49650
Q99LG2 Q99LG2
Q9D0C1 Q9D0C1
Q99PE9 D3Z5T8
Q924Z5 Q924Z5
Q99PE9 Q99PE9
Q8CEC4 Q91W52
Q3UJC8 Q3UJC8
E9QNR8 Q8QZS5
Q5UAK0 Q8VD00
Q9Z2F6 Q9Z2F6
Q8R0I0 Q8R0I0
Q62383 Q7TPD1
Q9D7F2 Q9D7F2
Q922H7 Q58FA4
Q8R1H8 Q8R1H8
Q64336 Q08423
Q8K297 Q8K297
H3BLC8 H3BKL1
E9QKM8 E9QKM8
E9QJU7 Q9D2C9
O35239 Q8C079
O08850 O08850
Q9WUR2 A0A286YDA8
Q9D2D9 Q8BVH9
Q6P4T2 Q9JIK5
Q9QZN1 E9PV60
Q7TPR4 Q8CIB5
O88876 O88876
Q9CXC9 Q9CXC9
P54775 Q6NS46
Q6RHW0 Q9DBR3
Q501J2 Q501J2
Q8VCZ8 E9Q5M4
Q7TS68 Q7TS68
Q8CI96 D3YYQ7
A2AKX3 Q61024
Q9JJU6 Q8BUY9
A0A0R4J1F5 A0A0R4J1F5
Q5SV85 Q5SV85
G3X9X1 G3X9X1
Q5M9N4 Q5M9N4
Q9CZR4 Q5U462
Q924K8 D3YXI6
P47740 P47740
Q60649 Q6IR34
Q99JT2 Q99JT2
Q5NCI0 Q5NCI0
Q91X76 Q91VH2
D3YXI6 Q61464
E9Q9B7 A0A0R4J0I4
A0A087WSD0 A0A087WSD0
P61211 Q62186
A2AUC9 Q8R124
Q9EQT3 Q9EQT3
Q3UNA4 Q61471
Q3ZK22 Q9JI39
P26350 Q9JII5
Q9CXT6 Q9CXT6
Q9EPS3 Q5IRJ6
Q5F2E8 Q9CXF7
Q9D2C9 Q9D2C9
Q9CPP0 Q9Z0H1
Q921R8 Q921R8
P97402 Q58Y75
Q9ET39 Q9ET39
Q9Z1K5 P27048
Q9CQI9 Q9WTZ0
Q9WUA3 Q9WUA3
A0A0G2JGZ8 D3YXI6
Q9WTV7 Q80ZW2
P51908 P51576
Q9CXY6 Q9CXY6
A0A1B0GR87 E9Q6Y8
Q4QQM5 Q9CRA4
Q64669 Q8BLG0
Q9WV31 P50149
Q8R0L1 Q8R0L1
P18760 P18760
P40646 P40646
P56469 Q8K1C7
Q9CQL5 Q3TQB2
Q9D269 Q9D269
O88712 O88712
Q9D023 B0V2N1
D3YXI6 Q7TNV0
Q9QWW1 Q9WV31
E0CXC6 E9Q1W7
P01727 P01727
Q60739 Q9Z1M4
P97402 Q8R2Q8
Q4G5Y1 Q4G5Y1
Q9D2F7 Q68EF4
G3X9J3 Q6P5F7
Q6PE01 Q6PE01
A2AF53 A2AF53
Q99MU1 Q99MU1
Q9ERZ4 Q9ERZ4
Q8BVQ9 Q9D0E1
A0A1D5RLV3 Q80W47
Q80TF4 Q99JN2
P35761 P35761
Q921R7 Q921R7
Q99PM9 P54369
P49698 P49698
Q9JMH7 Q8VDP3
Q3U9N4 Q3TTA7
Q811Q9 A0A0R4J0I7
Q922R1 Q8K288
Q6P549 Q8K2V6
B2RWS6 B2RWS6
P01868 P01868
Q922H7 Q922H7
P49650 Q6F5E0
Q8BZ34 Q8BZ34
Q9QXM0 Q9QXM0
Q8R1F9 P0DOV1
D3Z3Y1 O35310
Q8BGE5 P27790
Q7TPN9 Q5UAK0
Q78T81 Q64151
Q9Z1B8 Q924K8
O70333 O70333
D3YXJ5 D3YXJ5
Q8CI96 H3BKL1
P62700 P62700
Q9CWR2 P10711
P67871 P67871
Q8R3L5 Q3UBG2
A2CG28 A0A1L1SU00
Q9QXL2 Q61214
Q8JZQ9 O35218
Q8BVH9 Q9R1K7
Q8R5K4 Q8R5K4
P50149 Q9WV31
P47757 P47757
A0A0A6YWI5 P09024
Q7TNF0 Q8BGZ1
Q8BWT5 Q9JLY7
Q99K74 A0A0R4J0V0
Q2EY15 Q2EY15
Q9QYI3 Q9QYI3
Q9R100 G3X939
Q64326 G3UWB6
Q7TNF0 Q62559
A2RTG9 Q8C428
Q9Z0V8 Q9Z0V8
Q3UX43 Q3UX43
B0V2N1 Q9CQU3
P56542 A0A0R4J092
Q60662 Q3U1J0
Q6R2P8 Q6R2P8
Q08460 P42337
G3UYU0 G3UYU0
P97496 Q8VDM6
Q8R0F9 Q8R0F9
Q60668 Q60668
Q9QY66 Q9CWE0
Q9R1T2 Q9R1T2
Q8R0W6 Q8R0W6
E9PYA3 Q6VGS5
Q9Z127 Q9Z127
E9PUU5 O35618
Q3UFM6 O35625
Q922G2 Q922G2
Q91VJ5 Q8CEG5
Q5SZ99 E9QMA6
Q9CR80 Q9CR80
O70176 O70176
P53668 E9PV14
G3X9P9 G3UX69
Q8C0D4 Q9D2C9
P61963 P70460
Q921E6 Q921E6
Q8R0T2 Q8R0T2
Q3TIU4 Q8BND3
Q80UY2 Q80UY2
A2AR02 A2AR02
Q9R0P5 Q6ZWY3
Q5HZJ0 Q5HZJ0
P26350 Q8QZY9
Q9Z1M2 Q9Z1M2
B0V2N1 Q9CQQ7
Q3U1F9 Q6PEB6
E9Q9B7 E9Q2M3
Q9CZW4 Q8CGK3
A0A0R4J098 Q3TML0
Q3UHD9 Q9CPU7
Q91YU7 Q3V1N5
Q8C079 G3X9Z4
A0A0R4J0M9 P59470
P70460 Q9Z0Z7
Q8BHN1 Q8C079
Q60753 Q9Z2V4
Q9CY73 Q8BND3
Q60748 Q80Y24
H3BLC4 H3BLC4
P09065 P09065
Q9D031 Q8K201
Q61035 Q8BHN1
Q80U38 Q80U38
A2A432 A2A432
P61222 P61222
A0A286YD96 A0A286YD96
Q78IK4 Q8VIG1
Q8VI75 Q8VI75
Q78J03 O09030
Q58FA4 Q58FA4
Q9D067 Q7TNF0
Q8BMI0 Q8BMI0
P13373 E9Q395
Q8BHE5 Q9D9S1
Q3U717 Q3UHC1
Q61532 Q61532
Q8K3R3 Q91WS4
P61407 Q8BVK9
O35218 Q8C0C7
Q6F5E0 Q6F5E0
P48967 P34884
F6TUL9 F6TUL9
Q91ZY2 A6BLY7
Q8CGB6 E9PUJ6
A0A087WPY4 Q99JA5
Q8R124 Q80YR6
Q9CQX2 Q9CQX2
Q8R3C0 F7DDS0
D3YXK2 D3YXK2
A8C756 Q9CY27
A2ACG1 A2ACG1
P11031 P11031
D3YXQ7 Q6P5B0
Q8BGE5 A0A0R4J289
Q8BZR9 Q921S7
Q9CQU3 Q9R061
Q6PDI5 P42567
Q6XJV4 Q6XJV4
Q3ULA2 Q3ULA2
Q921S7 Q6PAR0
Q99MQ5 Q8BN82
P55012 Q924N4
Q99JW4 Q99JW4
Q9CUB6 Q9CS74
Q9D084 A0A0R4J0V0
E9Q5Z6 A0A0J9YTR2
Q2MHE5 E9Q357
Q9D4C9 Q80YG3
Q9WUZ7 Q9R1R0
Q3UY96 E9Q5M4
P48725 Q9EST4
Q8R480 Q8R480
Q99JN2 F8VPN4
Q9CPN9 A3KGS3
P55821 P55821
P21981 A0A0A6YX89
Q9CZR4 A0A140LJ72
A0A140LIR2 Q8BGE5
Q9JJG0 P58334
Q99K74 Q9D6Z0
Q8VHN8 Q8VHN8
P60605 Q9D2C2
O35718 O35718
Q9EQC5 Q9EQC5
E9Q286 Q91VK4
Q9D2C2 Q9D2C2
G3UVU5 Q80U38
P47857 P47857
O35609 Q9CZW4
Q69ZF3 Q69ZF3
Q8C4V1 Q8C4V1
Q91VM3 Q8CI08
D3YU50 Q80ZE3
Q9Z1B8 A0A0G2JGZ8
Q8K119 Q8BND3
A0A0R4J066 P62816
P39428 P39428
Q6P5F7 Q8CB14
H3BLF0 D3YVH8
Q3UHD9 Q9JI91
Q8BFX1 Q8BFX1
Q9CX66 Q91YQ7
Q9D9W1 Q8K1C7
Q80X56 Q80X56
P59108 P59108
P08122 F8VQ40
Q61371 G3XA20
Q9DD02 O88307
E9Q6S0 Q9D0U1
Q62388 Q62388
A2AJI0 A2AJI0
Q9JI99 Q9JI99
Q91V01 Q91V01
Q9EQH4 Q91YQ7
P81068 P81068
Q3TQB2 Q9Z1M4
O35239 Q8K1R3
A0A0R4J069 A0A0R4J069
Q8BFP9 Q8BFP9
Q2WG77 Q8K3A2
P70347 Q8CI96
Q6J1H4 P97950
Q78T81 Q78T81
P33033 G3UWB6
P27048 Q3U8Y1
Q91VZ5 Q91VZ5
Q8BT07 Q9CS74
E9PUU5 A0A0A6YX89
Q923E4 Q923E4
G3X8V6 Q8R3L5
Q922H9 E9Q8D0
E9Q9M9 Q80YG3
P70451 Q8C170
A0A1B0GT67 P63328
P97402 P97402
P97480 Q9Z0V8
Q99MS7 Q922X9
Q8BXZ1 Q9D031
Q8VHP6 D3YYZ1
Q9CQW2 Q9CQW2
Q61464 Q7TNV0
P40646 Q922H7
P98083 P98083
Q60952 P42337
G3X939 Q60771
E9PUB7 Q8C0M0
Q8C079 Q8BHN1
Q8BVZ5 Q8BVZ5
A2RST1 A2RST1
Q62158 Q62158
Q9EPW4 Q9EPW4
Q8BFS8 A0A087WRI3
E9PUU5 E9QJU8
D3YYZ1 A0A1B0GT63
P57784 P57784
G5E8X2 Q9WUZ7
Q8JZQ2 Q9D023
Q9CX66 P49183
Q6PGF2 E9QAB6
Q9R100 Q9D1D1
Q6R0H7 Q9CQQ7
Q9R0S0 Q91VJ5
P13346 Q60925
Q80X98 F8VPK0
A6PWE0 A6PWE0
Q8C170 Q8C170
P41164 P56280
Q3UY96 Q8VCZ8
Q80WQ8 B1ASA5
E9PUJ6 Q8CGB6
Q91WI7 E9QNG6
Q9Z1M4 Q9Z1M4
Q8BIG7 Q9Z0V8
O55134 Q9R0B8
Q80YR6 Q8R124
A2AUC9 Q80YR6
Q3UK37 Q3UK37
Q9Z1M2 Q8R1F9
Q9Z0V8 Q91YQ7
P70347 D3YYQ7
P70245 Q9CXC9
Q60739 Q8VBV3
P42209 P42209
A2AJI0 Q3UZG4
P02340 P02340
E9PUA2 E9PUA2
Q9D1R1 Q9D1R1
P09024 Q9Z2V4
Q9WUV0 Q9WU62
Q99LU8 Q99LU8
D3Z3Y1 D3Z3Y1
Q8K353 Q8BYH0
Q9Z248 F8VQJ3
P31313 Q91X45
P97473 Q9CQ40
Q8CFZ4 Q921G9
Q924K8 Q924K8
Q8K285 O88878
Q06180 Q06180
Q3U741 Q3U741
Q9ERZ0 Q9ERZ0
Q91VN2 Q91VN2
Q8R2N0 Q8CI96
Q9DAZ9 Q05915
Q9CUB6 G3X8R8
B1ARD6 B1ARD6
Q8BFX1 Q9CQL5
Q3TEW6 Q8BUL6
Q80Z38 P61967
Q80XI4 Q80XI4
G5E829 G5E829
O35558 O55134
Q8CGK3 Q923F1
D3Z656 D3Z656
Q499D0 Q9Z2D1
P35762 Q60952
Q8C5T4 Q8C5T4
P09024 A0A0A6YWI5
P70347 Q9D8Q6
G3X8Z7 G3X8Z7
Q3U3V8 Q3UHC1
A2CG28 Q8C4X1
Q9CR80 Q9ER64
P70304 P70304
O08970 Q1HL35
Q810M1 G5E8T9
P49183 Q9EQH4
O35066 Q8CB96
Q9CQ49 Q8K371
B1ARD6 Q8R1F9
Q91VZ5 S4R2L8
A0A0R4J0C0 Q9Z1L4
Q62381 Q62178
Q6NZD2 Q6NZD2
Q9CXC9 P70245
Q9D084 P61219
Q8QZS5 D3YVH8
P62821 P62821
Q9Z131 Q570Y9
Q80XJ3 Q80XJ3
E9Q6Y8 G3X975
F8WI37 Q5RIM6
Q9Z0V8 Q8BIG7
E9QKA4 E9PUK6
Q3U141 Q5D0E0
Q9D1Q6 Q9D0F3
Q9D0R2 Q9D0R2
O54992 Q8K4P8
G3XA31 E0CY69
A0A0R4J0R3 A0A0R4J0R3
Q8K2B3 Q8K2B3
Q91YQ7 Q9CX66
Q61768 Q8CIB5
Q7TNF0 Q0P5X5
Q7TPW1 Q7TPW1
P54761 P54761
Q6PHU5 Q6PHU5
Q99LI9 Q99LI9
A0A0R4J092 B1AZA5
E9QN53 E9QN53
Q9DB98 Q9DB98
Q6PIP5 Q61035
Q8BTM8 Q8BTM8
Q8R0J7 Q9D2C9
Q9EPR2 Q9EPR2
Q9CQ33 Q9CQ33
Q8R0S1 Q8BGV3
Q3UHC7 O08811
Q562G0 Q562G0
Q8CCA0 Q8CCA0
A2ASQ1 A2ASQ1
Q8BND3 Q8BND3
Q99MS7 Q7TNF0
Q9D0M0 Q8C9D4
Q9ERZ0 Q9ER73
Q3TBN1 A0A0R4J0S9
Q5U4H9 Q9CUB6
Q8BIJ7 Q8BIJ7
Q61043 Q61043
A0A0B4J1F0 Q6F5E0
Q9JII5 Q9JII5
Q8BVH9 Q8BVH9
P59110 Q62431
Q6A037 Q8JZP3
E9QJU6 E0CZD6
Q8BFR5 Q8CGC7
Q9JLY7 P70451
B1AT59 B1AT60
Q8VE01 Q9D3S3
E9Q5L8 Q9D269
P97313 P97313
O88569 O88569
Q9Z0H1 Q7TPD1
A0A1Y7VLC3 A0A1Y7VLC3
O54992 Q9CZJ6
Q9R1K5 Q9R1K5
Q8BYG9 Q8BYG9
Q91ZR3 Q91ZR3
P26955 A0A0B4J1F0
Q05769 P59110
Q91ZG2 Q923K4
Q8R173 Q80XD1
Q8BHD1 Q8BHD1
O54692 O54692
P13864 Q61584
Q9WUA3 P10852
Q0P5X5 A6BLY7
E9Q395 A2AM37
Q8BFS8 Q8BFS8
Q6A078 Q6A078
Q9Z1X9 Q8R3C0
E9Q2M3 B2RXC6
Q9JJ57 P56484
E9QN59 Q8C9D4
Q8BFX1 Q8VBV3
Q9QXM0 Q8C6C9
Q91Z50 Q6NZD2
Q9D0B6 Q61733
Q9CRB9 Q9Z1F9
P27048 Q9Z1K5
Q640R3 Q640R3
Q60695 Q60695
Q8R3L5 P54369
Q499E6 Q3U1J0
G3X960 Q921G9
Q8CIV7 Q3MI48
O35609 P60605
Q8BFS8 O89098
G3XA34 G3XA34
Q91WZ8 Q91WZ8
Q9CQF3 Q6PDG5
Q1HL35 Q8CB14
Q09324 Q9CQ28
A3KBF5 Q61371
Q8C0C7 Q8C0C7
G3X9Z4 Q6PHZ5
A0A1L1SU00 A0A1Y7VLC3
Q9D275 Q9D275
Q5U4H9 Q8C804
Q8BHT6 A2AJW5
A0A0R4J092 Q78T81
D3YW39 D3YW39
Q8K003 Q9D1T5
P59240 P59240
D6RGR1 P56542
Q9EQH4 Q9CX66
Q6PAC3 Q61598
B7ZBV9 F6UC55
Q8BFX1 Q60739
P09411 Q7TPR4
E9QKG3 A0A1L1SVA9
P14719 Q9D8Q6
P70217 P50207
Q8C170 P70451
G3X960 G3X960
D3YXG0 Q9EPL0
Q58FA4 A2ADB2
Q3TIU4 A0A286YCV9
Q8VC88 Q80V42
Q9R1R0 Q9ERS4
P58390 P09036
P47757 P09411
A0A0R4J0V0 Q99K74
O88904 A0A0R4J0V4
Q8K119 Q80TF4
Q5Y5T2 Q5Y5T2
O88622 A0A087WSS2
Q9D6F9 Q9WUK4
E9PUP8 E9PUP8
D3YXR2 O55082
Q9CQ52 P13373
P48967 P48967
Q5EC55 A0A1D5RLV3
P09036 P09036
Q9CRC8 Q9CRC8
Q6P549 Q6P549
Q61035 Q8C079
H3BKL1 Q8R2N0
Q8R100 Q8R100
Q3MI48 Q6PI17
Q05BA5 Q05BA5
Q91Y74 Q8R4G6
Q8CI33 Q8CI33
G3X8R8 O35625
Q9CYY7 A0A0R4J066
Q6A085 Q6A085
P42337 P42337
Q3TIU4 Q9DBC3
Q9Z2D1 Q5BU09
E9PV14 P53668
Q91VK4 Q91VK4
Q91VJ1 Q91VJ1
P98064 Q60898
A0A087WSS2 O88622
B2RXC6 A0A0R4J0I4
Q3UM65 Q3UM65
Q9R061 P60605
E9Q6P5 E9Q6P5
O89112 O89112
P43120 P43120
Q9Z206 Q8BTR5
Q9D451 Q9D451
Q9JJV1 Q9JJV1
Q8BVN8 Q8CHY7
Q99N84 Q99N84
Q6ZQB6 Q6P1G0
Q9Z0G7 Q9Z0G7
P58308 P58308
Q6A009 Q9CQC6
A0A0R4J099 A0A0R4J099
G3X9J3 O08970
Q8VC88 H3BLG8
Q9R0S0 Q9WTZ0
Q8K371 Q8K371
Q9QZB7 Q6NXY1
Q61598 Q62383
Q9D1R9 Q9D1R9
A2ADB0 O54950
Q3UHD9 Q8CGB6
A2A7S7 F6VXZ2
Q8VDP3 A2ABV5
D3Z656 Q7TPW1
Q9CUN6 Q9CUN6
P51450 Q9CZ04
O70456 O70456
Q3UNH6 Q3UNH6
Q505H4 Q505H4
P62500 Q9QZB7
Q9D7P9 G3X8V6
O09172 O09172
Q62120 O70469
Q91XQ0 Q91XQ0
Q6NSR8 Q6NSR8
Q6PHZ5 A0A0R4J0M9
P97311 P97311
Q80UW8 P97760
Q9R0B8 Q62486
P51908 P51908
P09411 P09411
Q3TQQ9 Q3TQQ9
Q64669 Q99KF1
A0A1Y7VLC3 G3UX69
O88602 P50149
Q9D024 Q9D024
Q3TY86 Q9D6F4
Q80X56 Q810M1
Q810K9 Q810K9
Q922V4 Q922V4
Q9JJP2 Q3UFM6
A2ACM0 Q61263
Q9Z277 Q91WM1
M0QW46 Q9D275
Q9JHI8 Q9JHI8
Q91X45 P31313
B2RW38 B2RW38
Q9JI39 Q9JI39
Q9CR60 Q9CR60
Q91X45 Q91X45
G3X9J3 E9PYF7
Q8BGI5 Q8BGI5
Q9Z0Z7 F8WI37
Q9D0I4 Q9D3S9
Q65Z95 Q3UH85
Q9EQH4 Q9EQH4
P27790 A0A0R4J289
Q8BYG9 A0A0R4J021
Q68EF4 Q99MS7
P54775 Q9CQF3
A2ABU4 O88947
Q9EQC1 Q9EQC1
Q8C170 Q9JLY7
Q80SY9 P97785
Q61851 Q9ESL9
Q3V1T4 A8C756
A2AUK5 A2AUK5
Q9D416 O88829
Q8K2W9 Q8K2W9
A2A6A1 Q69ZR2
Q9JI75 Q8C2B3
P43687 A3KBF5
Q8C0N1 Q8CB96
P06804 P06804
Q02085 Q02085
Q5DW34 Q5DW34
Q6IR34 Q5ND34
Q80W47 Q5EC55
A6BLY7 Q9D067
Q8R3V6 Q99KJ0
Q3U564 Q3U564
Q60898 P98064
P56280 P56280
Q7TNU7 Q7TNU7
Q9D067 P09036
A2AM37 Q9CQ52
Q3U564 Q6P9Q6
O35609 Q9D023
Q60972 P60335
Q921S7 Q8C5Q4
Q61733 A6PWE0
A0A087WSS2 A0A087WQ16
Q811P8 Q811P8
Q9WTP9 Q8BJ63
Q9CZT4 Q8VHQ3
Q922I7 Q922I7
Q8CE33 Q8CE33
Q9D8N2 Q9D8N2
Q05D44 Q05D44
E9PUE2 A0A0R4J1F5
Q99JI4 V9GX76
A0A0R4J289 Q9QZS0
A0A0R4J2D4 A0A0R4J2D4
Q99PM9 P59672
Q99JB6 Q99JB6
Q8C079 Q8C079
Q99JR1 Q6PDQ2
Q9QXS1 P04104
Q99JN2 Q3TIU4
D3Z2N7 D3Z2N7
Q3TTL0 P51576
A0A0R4J092 Q64151
Q9WUK4 Q9WUK4
Q9CQU3 O35609
E9QNR8 P40646
Q6Q477 Q8JZQ2
Q08369 Q99JW4
Q69ZR2 Q62415
Q9Z1E3 Q9JJP2
Q6PD29 Q6PD29
Q6PDX6 Q60876
P03930 P68033
Q8BZX4 Q8BZX4
Q99JN2 Q9CWT6
Q3TBT3 Q3TBT3
Q8BWT5 Q8C170
Q80U63 Q9Z138
Q8K119 Q9CY73
Q792F9 Q792F9
Q60771 P26955
Q9CZT6 P47809
Q78RX3 Q01721
Q8BYG9 V9GXH0
Q5RIM6 P70460
Q8C170 Q61152
Q8R3L5 P59672
Q9CS74 Q8C804
Q4FZG9 Q4FZG9
Q8K1S4 Q9QXW4
Q61069 Q61069
G3X959 Q3UNA4
A3KGS3 A3KGS3
Q8K4P8 Q8K4P8
Q3V125 Q61496
Q5SSK3 Q6A037
Q3U821 E9QAM5
Q9WUV0 Q8R0F6
Q8R3L5 A0A140LJ72
Q5BJ29 F7B7X2
P55012 P55012
Q9QXW4 A0A0R4J0C3
Q09324 Q09324
Q80ZM5 P35293
Q6DID5 P70445
Q8VIG0 Q8R4K8
Q6R2P8 O35740
Q80Y24 Q80Y24
P47757 Q9Z1T1
F7DDS0 Q9CY73
D3YXQ7 D3YXQ7
P51637 P51637
Q6PHZ5 Q6PIP5
H3BJD7 Q811Q9
B2RPS7 B2RPS7
Q8BR07 Q99JP0
P10146 P58308
G3UX69 A0A0R4J0V4
Q61412 Q61412
Q9CQQ7 Q9CQQ7
O88396 Q9CRA4
Q8VHP6 Q148W0
Q8BHN1 P59470
Q64151 P56542
H3BJD7 Q80W04
Q9Z2D1 O88379
Q792Z1 Q9CPN9
Q9Z131 Q8VEJ1
Q6PHZ5 Q8C079
Q61390 Q61390
P49650 Q9D1D1
Q2TBA3 E9QL43
Q8CI96 A0A0R4J057
P98191 Q6F5E0
P0DOV1 B1ARD6
Q03265 Q03265
O54788 Q9DD02
Q8VCD3 Q8VCD3
E9Q9A6 E9Q9A6
Q9R0U5 Q62486
Q61738 A0A0B4J1F0
Q6PEB6 Q61330
Q68EF4 Q0P5X5
Q8BVN8 Q8C4V1
Q9Z1E3 O35625
Q3UNA4 Q9CXC9
E9PV60 Q80YR6
Q62225 B1AWN8
Q8K4Z5 Q8K4Z5
Q9Z1T1 P47757
A6H611 Q9D1I6
O09164 Q03517
P61222 Q9D0E1
Q8VCH6 Q8VCH6
Q8JZP3 Q4G5Y1
Q8BWJ3 F8VQ93
Q9QXV0 Q8K3D3
Q8VIM0 Q8VIM0
Q8BJQ2 Q8BJQ2
Q8C0I4 Q8C0I4
F8VQ72 Q61216
Q924K8 Q61464
Q9CXF7 Q5F2E8
Q6PIP5 G3X9Z4
Q9CQV8 Q9CQV8
Q62120 P51637
Q9CQ73 Q9CQ73
Q8R0A0 Q9D824
E9QNR8 H3BLF0
Q8BND3 Q8K119
Q810M1 Q80ZJ8
A0A0R4J1C5 Q58FA4
Q04207 Q04207
D3YXI6 D3YXI6
Q923F1 Q8CGK3
Q6PFD6 G5E8B9
Q80VX2 P56484
Q922U2 O09172
O88904 Q8C4X1
Q62421 Q8CHY7
Q8C845 Q8C845
P20722 P20722
P59470 O35239
P01101 P01101
A2AJW5 P10300
Q62077 Q62077
E9Q6S0 E9Q6S0
Q64261 Q91W50
Q8BML9 Q8BML9
Q8R4E9 Q641P0
Q6P9L6 Q9CX84
D3Z7P3 D3Z7P3
Q8K119 Q9DBC3
Q8R124 E9PV60
Q8CFW1 O55070
Q01114 Q01114
Q9JMH7 Q6PAJ3
Q8R0L1 P97428
A0A0R4IZX1 A0A0R4IZX1
Q80XJ3 A0A286YCN8
A2A8Z1 A2ABV5
E9Q784 F8VPV0
Q9JJP2 O35625
Q9WUI1 Q9D0M0
Q9CQI1 G5E8F1
Q9D067 Q9D2F7
Q9JHE7 Q8C142
Q8BVH9 E9Q349
Q5NCE8 Q5NCE8
Q5U4H9 Q9Z1E3
Q9CPY3 Q9CPY3
Q6NSR8 Q6PDX6
P98084 P98084
Q8BUL6 D3YXJ5
Q9ERD8 Q9ERD8
F7C846 F7C846
B9EHI3 Q9Z0L4
Q9D6K5 Q80W04
P28776 P28776
Q9DAM5 Q9DAM5
Q6PFE7 Q80XI4
P59470 Q6PIP5
A0A0J9YTR2 A0A0J9YTR2
Q5Y5T2 A0A0B4J1G6
Q5RJ54 Q5RJ54
Q99JP0 A2A8Z1
O55111 P62743
Q8BVK9 Q61696
P97348 P97348
D3Z380 D3Z380
Q05769 Q05769
O54864 O54864
O55074 Q9D6D0
Q9Z2D1 Q9Z2D1
Q8C0Q3 Q8C0Q3
Q9CRA4 Q9CRA4
Q58FA4 P40646
Q9QZS8 Q62120
M0QW59 M0QW59
Q3U5D9 E9Q658
